moviesName,moviesRatings,moviesNumbers,moviesComment
指环王3：王者无敌 The Lord of the Rings: The Return of the King,9.2,55656,"['我就不明白甘道夫升级为白袍巫师了怎么不爱使魔法，改成肉搏战士了。一直期待他使一招毁天灭地……', '骑白马的不一定是王子，是甘道夫；精灵战斗的时候，导演不会毁了他的美貌，别提莱戈拉斯了；裹着蜘蛛丝的弗罗多就像埃及艳后克娄巴特拉；胖子是重要的，他们可以背你；俩人被困在末日火山上，我说要有鹰，于是有鹰了；我差点以为阿拉贡要迎娶莱戈拉斯；弗罗多和山姆是真爱，绝逼的真爱。我要再看原著。', '与咕鲁相比，弗罗多是幸运的。他具有别人无可比拟的强大的纯真力量。但他毁灭了魔戒，却无法清除内心被唤醒的邪恶。谁能说在故事最后他远渡海外，不是一种高傲的自我放逐？也许在索伦被消灭的那一刻，他也明白了邪恶的不可战胜。只是不得不与之抗争是英雄的使命。', '04年奥斯卡陪练片都很弱，所以也没什么冤案。小金人发给三部曲，PJ拍完LOTR本来就是一件伟大的事情。鉴于电影的要求，老左怨念的“霞尔平乱”是不能有的，拍了绝B被喷成画蛇添足。当然就一部忠于原著的电影而言，PJ做得很到位了，不过要看完三本书三部片绝对需要足够的毅力和体力。', '不知为何很不喜欢霍比特人那条线……拖沓啰嗦 但又不能不要 人皇那条线最喜欢了 真正的气势磅礴（P.S.从冰火追过来发现魔戒当真是真善美极了（P.P.S.甘道夫升级之后为什么还是用法杖打人 一直在等着他念咒语发大招荡平敌军来着']"
飞屋环游记 Up,9,136132,"['找回丟失已久的夢想吧！在我還未老去的時候···', '前12分钟完美，后面剧作不及技术好。', '爱和梦想，勇气和希望', 'PIXAR总是能带来最单纯的美好', '近乎无可挑剔..']"
十二怒汉 12 Angry Men,9.4,66263,"['情节展开的不错，但是戴维斯主张的部分都只是模棱两可的推测，实际上挨个求证这些东西之后，孩子有可能是凶手，也有可能不是。只是控方的初期工作没有做好，辩方的交叉质询没有做好，案子应该重新调查，而不是简单的判决无罪。\n\n看到有人截屏引用这个十一年前短评做庸俗群众代表我很荣幸。\n\n现在我要补充的话，会说，权利机关的失职是一回事，合理质疑没有毛病，但结局判决无罪是有毛病的。因为不管群众是盲从机构推测，还是盲...', '转最高人民法院学习', '罗生门，只有阐释，没有真相', '投票不管用，意见领袖也没用，你得让每个人都说个够。然后明智的共识才会产生。', '美国之所以能够标榜民主，正是因为这种陪审团制度所映射出来的倾听每一个声音，尊重每一个个体。提出你的“合理怀疑”，大家来讨论，来表决，来投票。但是，并不是每一个陪审团里都有这样一个8号陪审员，而偏见永远存在']"
鬼子来了,9.2,72486,"['陆川快来学习一下牛叉电影是怎么回事吧，不卑不亢不装逼，爱姜文', '十部南京也抵不过一部鬼子来了。', '太他妈深刻了', '我有个朋友说他一共看了３０多遍……', '留口气活着很重要，可有些事比活着留口气重要']"
何以为家 ????????,9.1,153787,"['人类究竟为什么对生育有这么大的执念？', '前100分钟拍的没有任何一丝赘笔，冷静利落，最后20分钟稍有煽情过度，但也是在合理范围之内，小男孩的演技已经超过当年的柳乐优弥，戛纳最年轻影帝马上就要诞生了。', '从一句话的简介 就直击心灵 再到120分钟完整故事 一直受到着冲击与震撼。 三个看片小伙伴 开篇就哭的稀里哗啦 结束 已经泣不成声  真的是一部还没看完就想让全世界去看的电影。那句在法院上12岁的小ZEIN的发言：我要控诉父母生下我。我想让那些无法养活孩子的父母 不要生下孩子。', '最后的笑，之于我们大众，本应平凡不过；之于这部影片，却是格格不入。这也是部超级英雄电影，一个在乱世底层顽强挣扎，救妹妹、当保姆的小小蟑螂侠。#21st SIFF#', '这才是能跟李沧东PK的啊，其他都够不到。']"
天空之城 天空の城ラピュタ,9.1,71993,"['时隔十年重新看这部动画片，被海盗老婆婆那句“头发被剪掉了才是大事”感动得乱七八糟。对于一个女孩子来说，什么金钱散尽啊什么历经苦难啊都被这几个字淡淡抹掉，小小一句话简直就是箴言。', '我看这部一直会哭，看了几次哭了几次，也不知道为了什么。总之，一看到手臂长长的铁皮人寂寥的站在那座城中，就控制不住了。', '人类历史上昙花一现的飞艇时代竟然衍生出了这么波澜壮阔的故事，尽管早期画风有点幼稚，但想象力就是让人叹为观止。我最敬佩的，是当初决定离开天空之城的先人，因为那需要太多的勇气！', '对天空的追逐，永不停止。', '喜欢宫崎峻的画风，单纯舒服。这些年看过很多动画电影，玩过很多游戏，有空中城堡，有机器人，都会想到天空之城。作为90年代初期的作品，他的想象力真的丰富到难以想象。']"
大话西游之月光宝盒 西遊記第壹佰零壹回之月光寶盒,9,73585,"['对我们这代人影响最大的电影。寓言故事已然存在，不可避免。世界是巨大的枷锁，你不得不重复自己或是别人的生活。\n台词：你看那个人的背影好奇怪，他好像条狗啊。', '大话西游是一代人心中的经典.', '逢年过节必放必看的经典 我记得片子里最后一句台词是：“你看那个人，好奇怪哟，象一条狗。” 多少的唏嘘感慨啊', '那年的蓝洁瑛怎么那么好看 好看到我眼里完全没有莫女神。                                             18.11.03更新 今天瑛姑过世了，这一辈子太苦，但愿天堂里有属于你的月光宝盒。', '呵呵，1996年看的。【2014】终于在大荧幕上看了。虽然是普通话。经得起这么多次的反刍，可以确认是经典了。想起东邪西毒重演时提前离场的对比，简直。']"
哈尔的移动城堡 ハウルの動く城,9,98321,"['宫崎骏的片子里。老奶奶都很丑。但都是好老奶奶。', '看了这个电影就想要一个家。擦地板，在阳光下面放上铺着干净桌布的餐桌，还有照顾小火苗，就如同守护爱人的心一般。', '爱给了苏菲勇气，哈尔爱苏菲的勇气。', '1，哈尔变身之后的造型就是折了翼的天使。2，王后是女同，看上苏菲了。3，每个宫崎骏都要有老巫婆，善良女，宠物狗，无语怪。还有各种帅男！', '这个……其实我没怎么看明白，14年的宫崎骏粉丝就这么秀逗了。……（后来千和我说她也不懂，少许有点心理安慰……）']"
天堂电影院 Nuovo Cinema Paradiso,9.2,80207,"['出去闯荡吧，永远不要回来，不要打电话，不要写信。我不要在这里跟你谈话，我要听别人谈论你。。。', '观众在电影院什么事都干', '真好的一部片子，关于忘年交，关于青春，关于爱情，关于真诚。三十年的时间，你会习惯多少事情而又忘了当初那些感动。当天堂电影院倒塌的一瞬间，脑中残留的画面想起了阿尔弗雷多的那句话：当你在这里待久了，你会以为这里就是世界的中心，你要离开这里。对未来的信仰和憧憬。结尾的吻戏剪辑真赞！', '因为我也当过放映员，深有感悟……我们每个人都是小托托、每个人都希望自己的儿子也叫小托托、就连爷爷奶奶们也都希望有个小托托样的孙子……', '电影与电影..影史上双重的“最为感人”']"
素媛 ??,9.2,81951,"['""最孤独的人最亲切，受过伤的人总是笑的最灿烂，因为他们不愿让身边的人承受一样的痛苦"" 从素媛到素望，生活有阳光才有希望，可可梦是全片最治愈点，哭成傻逼。“我总想睡一觉就能回到过去，可早上起来发现，还是没有任何变化，太伤心了...以前奶奶说，哎哟要死要死了，这大概就是人活在世的意义”', '爸爸知道女儿介意排便器的塑料声为她准备装满塑料包装纸的糖果小包，女儿知道一直跟着身后的可可梦是爸爸。', '太催泪了，素媛和爸爸之间的很多细节都特别感人，素媛住院时，爸爸笨拙的在电脑上搜索“如何和女儿交流”；出院后爸爸悄悄在她床头放上装满糖的小包让她背着来掩盖便袋的声音；还有素媛不再和爸爸亲近，他只能扮成可可梦哄她开心，每次想到笑嘻嘻的可可梦背后是一个无奈的父亲就会觉得特别心酸。', '“你能来到这个世上真是太好了。”', '泪流满面。']"
罗马假日 Roman Holiday,9,107473,"['赫本，无与伦比的美丽。', '谁不爱赫本啊', '戏里戏外皆是戏梦一场', '罗马，当然是罗马……', '永远的奥黛丽·赫本']"
闻香识女人 Scent of a Woman,9.1,108213,"['史上最美的探戈', '感谢在我灵魂枯竭的时候看到这部电影。', '改编自一本意大利小说。个人认为电影比原著出色。主演Al Pacino演技出众。一段探戈，一篇演讲，皆令人印象深刻。', '喜欢TANGO那段\r\n', '看名字我一直以为是爱情片']"
辩护人 ???,9.2,88095,"['重要的不是这个电影拍的如何，而是韩国电影人在拍这样的电影，韩国观众在看这样的电影，没有审查阻止、禁止、扼止你拍，没有无形之手阻止、禁止、扼止你看，这，就是民主。韩国电影这20年的迅猛发展，离不开韩国电影人的勇气和毅力，中国电影人应该有胆量在一块更大的画布上，言说我们这个时代！', '“国家，证人所说的国家到底是什么？大韩民国宪法第一条第二项，大韩民国主权属于国家，所有的权力都由国民产生，国家即国民。但是证人毫无法律依据，一味强调国家安保，就把国家镇压践踏在了脚下······你是让善良无罪的国家生病的蛆虫，你是军事政权肮脏的帮手。”', '法律有时候也是国家暴力机器的一部分，但法律依然是个人能够对抗国家机器唯一的武器，当国家机器想要彻底摧毁一个人的尊严和权利时，它首先想要做到的就是践踏法律。而当法律被如此践踏时，即使是最逐利的律师，也会挺身而出来维护法律。如果要问法律为什么值得信仰，这大概就是我的理由吧。', '在韩国维权人士最后可以做总统。。。。。。', '韩国失去像卢武铉这样的总统... 真的是国之大丧.. 还有这个叫New的制片商真心让人眼前大亮~  去年本人觉得不错的 《新世界》、《监视者》《7号房的礼物》《捉迷藏》等电影都是New筹拍的 而且都是启用了新人做导演']"
搏击俱乐部 Fight Club,9,115850,"['一则极具颠覆性质的社会生活寓言.无能为力，无法改变现状，是现代生活中的癌症。虚无使人痛苦，使人希望借各种方式找回存在的真实感。然而现代人的精神悲剧就是，当他们自我搏斗、脱离了一种精神上的奴役的时候，不知不觉又进入了另一种奴役。影片自身所带有的一种不可言传的魔幻性与自我消解意味使它', '这种类型片很多，这也不是第一个讲述人格分裂题材的电影，不知为何评价很高~~', '邪恶与平庸蛰伏于同一个母体。在特定的时间互相对峙。', '看着所有的摩天大楼在我们面前轰然坍塌，结尾真他妈浪漫啊', '抛开一切，重获自由。You met me at very strange time in my life. 天呐，今天才看完这部电影。佩服导演埋彩蛋的功力，特别那两个big nice cock，绝妙啊！']"
