,movie_name,grace,comments_number,hot_comments
37,何以为家,9.1,153755,"['见过游乐园女神被扒光，洗过沾了鲜血的衣服，听过蜘蛛侠变成蟑螂侠的传闻。才知道美丽会变丑陋，纯净会变脏臭，英雄泯然众人，自己却无能为力。把童贞交给世界，用匕首刺穿丑陋，靠起诉状告父母，挤笑脸嘲弄命运。赞恩把婴儿交给男人，才明白自己谁都保护不了。他就站在破败的街角，仿佛人生走到尽头。', '【B】一些场景台词的表现过分激烈和直接，尤其是最后借小男孩之口的控诉。但仍是一次非常打动人的现实主义，尤其喜欢摩天轮的意象，上一秒zain飞到顶端，看见海平线和晚霞，眼前是希冀中的美好天堂，下一秒落入凡间，嘈杂袭来，耳边处处疮痍。', '十年前看Caramel开始一直关注的导演，陆续听她先生写的原声，看她演的法国电影，直到Capharnaum入围此次戛纳主竞赛，成为个人List上最期待的影片。十年不见，当初所有的灵气聪明仍在，镜头却越发冷静干净。结局处的回暖，是残酷现实里女导演留有的慈悲。', '孩子，你做了爸爸，你做了妈妈，你也做了替万千与你一样的人鸣不平的英雄，但你唯独没有做过你的本分——一个孩子。\n孩子，于你，这世界是该享乐的，生活之苦，是该被那个叫父母的人默默承受，不该像现在这样颠倒着的，你太小，除了哭，你没有与这世界对抗的武器，但，分明连上天都哭了，你为什么从不愿使出这个武器呢？\n孩子，你是上帝派来的上帝吧，你头戴光环，普照苦难，渡人却无法渡己，而你的表现却令人揪心：你好像早都知...', '小男孩非常突出，不知能不能冲下影帝。制作还不错，不过剧作人为痕迹还是太重，想要照顾更多，反而觉得有些过。煽情也有点多，属于催泪系。']"
38,天空之城,9.1,71986,"['时隔十年重新看这部动画片，被海盗老婆婆那句“头发被剪掉了才是大事”感动得乱七八糟。对于一个女孩子来说，什么金钱散尽啊什么历经苦难啊都被这几个字淡淡抹掉，小小一句话简直就是箴言。', '多年后重看天空之城才能更加明白，宫崎骏对细节的处理的用心不仅仅是一时的感动你，宫崎骏能通过他的作品来让你逐渐明白生活的可贵，来明白爱与和平的作用。但就……还是早恋！', '每一个女孩最后是不是都会变成妈打啊', '佩服宫崎骏的想象力，电影中的某些情节还历历在目，是部非常不错的动漫电影，弦乐很动听！', '喜欢宫崎峻的画风，单纯舒服。这些年看过很多动画电影，玩过很多游戏，有空中城堡，有机器人，都会想到天空之城。作为90年代初期的作品，他的想象力真的丰富到难以想象。']"
39,大话西游之月光宝盒,9.0,73567,"['片尾曲真的很好听', '那年的蓝洁瑛怎么那么好看 好看到我眼里完全没有莫女神。                                             18.11.03更新 今天瑛姑过世了，这一辈子太苦，但愿天堂里有属于你的月光宝盒。', '经典不用说 \r\n没第2部好～', '如果一个妖有人性呢，他就是人妖。', '哈哈，星爷的经典该怎么评呢？小时候看不太懂，长大了才看懂还看过好多遍，星爷的喜剧电影是唯一可以让我看3遍以上的电影。']"
40,哈尔的移动城堡,9.0,98303,"['虽然它确实不如宫崎骏的很多作品，也不是最受欢迎的，但却是我最爱。每次响起俩人初遇时在屋顶跳跃的那段音乐，都觉得莫名的悲伤。也正是因为这种感觉，它才是最爱。', '宫老唯一采用的美男主~~千年一见', '染发剂事件之后，形象崩塌暴露屁孩本质萌到吐血！哈尔一定是宫崎骏作品最帅男主了，配音还是木 村 拓 哉，简直不给活路', '木村拓哉的声音真是亚萨西啊……', '这个……其实我没怎么看明白，14年的宫崎骏粉丝就这么秀逗了。……（后来千和我说她也不懂，少许有点心理安慰……）']"
41,天堂电影院,9.2,80197,"['看来我要少看电影了，我的人生才是我经营的重点，电影终究只是电影啊~~', '观众在电影院什么事都干', '是的，一场伟大的失恋。', '感人，但平淡。', '如果不走出去看看，就不会知道回来的意义。回忆的美好在于经历人生种种变数之后，想起那些简单纯粹的日子，那一滴划过上扬嘴角的泪珠。']"
42,素媛,9.2,81936,"['""最孤独的人最亲切，受过伤的人总是笑的最灿烂，因为他们不愿让身边的人承受一样的痛苦"" 从素媛到素望，生活有阳光才有希望，可可梦是全片最治愈点，哭成傻逼。“我总想睡一觉就能回到过去，可早上起来发现，还是没有任何变化，太伤心了...以前奶奶说，哎哟要死要死了，这大概就是人活在世的意义”', '难得的是没有利用亲情过度煽情，也没有过分纠缠于法律漏洞，避开了韩影最爱用的两个梗，而是更多的聚焦在创伤之后一家人的心理状态变化。重创之后生活始终继续，但你能选择如何面对。此片的所有感动点是来源于细节中和一家人共同努力渡过难关表现出来的积极心态，感动之余，倍感欣慰。有几处台词真心好', '爸爸和小女孩演的都太好了，爸爸的基友一家人真不错，这样的人在世上少有了。还好孩子没有受到欺负，能有人正确的引导她，帮助她。人渣们都该死~！我哭死了', '最感人的是素媛回家时那一墙的小纸条。', '泪流满面。']"
43,罗马假日,9.0,107458,"['离开你 并不是因为不爱你', '谁不爱赫本啊', '没有看过这个的经历会显得自己太无知老土，看过了，觉得真是金童玉女啊，真是令人向往的爱情啊！真是......尽管看完了该无知还无知，老土的也没变洋气，毕竟主人公那长相那气质不是几个整容手术几部电影能成就的。', '从他背对着走，到不自然的转身，观众和他一样，都在奢望些什么。最后整个记者会的段落，就像戏剧和现实的静谧对抗，现实赢了，却让戏剧的魅力更大。也许爱情就是，你不知道她会不会出现，但你却能肯定：她也想出现。这就够了。这样的结局不知可以完爆多少现代爱情片。', '赫本一出场我真是被惊艳到了，身材高挑、五官精致、气质绝佳，无法超越的美，整个影片也拍的很好，不愧是经典，很喜欢']"
44,闻香识女人,9.1,108195,"['或许是因为年代久远，会觉得故事略显老套，但并不影响影片带来的强烈感触。问题不是哪条路是对的，问题是，你敢不敢走？人即使身残，也应保持灵魂的完整，因为灵魂没有假肢。★★★★', 'Pacino成就了这部电影，他的每次出场都使影片散发着夺目的光芒。那段震撼人心的演说，那段迷人的探戈，还有一个盲人肆无忌惮地在空旷的街道开着法拉利……当你对着镜子缅怀青春感叹年华似水时，Al让人相信，时光对他来说只是种更为炉火纯青的化妆，皱纹也可以是种性感。', '原来讲的是男人的故事', '改编自一本意大利小说。个人认为电影比原著出色。主演Al Pacino演技出众。一段探戈，一篇演讲，皆令人印象深刻。', '喜欢TANGO那段\r\n']"
45,辩护人,9.2,88080,"['重要的不是这个电影拍的如何，而是韩国电影人在拍这样的电影，韩国观众在看这样的电影，没有审查阻止、禁止、扼止你拍，没有无形之手阻止、禁止、扼止你看，这，就是民主。韩国电影这20年的迅猛发展，离不开韩国电影人的勇气和毅力，中国电影人应该有胆量在一块更大的画布上，言说我们这个时代！', '如果在影院看这部电影，我会起立鼓掌，只是不知道有生之年有没有在中国影院看到这样电影的机会。当我们在自卑到狂妄的心理下吹嘘自己贬低邻国时；当我们对一切黑暗和罪恶习以为常并理所应当时；当我们成为这些行为的帮凶时...我们闭上眼睛装作看不见，其实已经落后人家30年，并且差距只会越来越大...', '一部改变现实的电影：釜山地方法院于2014年2月13日对“釜林事件”进行了二审宣判，判决5名被告人无罪，距离一审判决时隔33年。“因为国民不富裕就不能受法律保护，就不能享受民主，这种说法我是无法接受的。”——宋佑硕', '只有更卖力地骂内地院线片了。原来是改编了卢武铉的故事，法庭戏倒是一般，煽情没错，但合理性和逻辑性似乎不太够，结尾超级感人。宋康昊曾用那双大小眼注视着银幕观众，如今，又是直面冷血暴力机器，非常之动情', '导演似乎除了煽情啥都不会，故事如果再提前30分钟进入正题肯定会更棒，好在题材和宋大叔的演技很加分。其实韩国人能拍这样的题材，就是一件令人羡慕的事情，感觉天朝永远都处于这部电影里的时代了。']"
46,搏击俱乐部,9.0,115843,"['一则极具颠覆性质的社会生活寓言.无能为力，无法改变现状，是现代生活中的癌症。虚无使人痛苦，使人希望借各种方式找回存在的真实感。然而现代人的精神悲剧就是，当他们自我搏斗、脱离了一种精神上的奴役的时候，不知不觉又进入了另一种奴役。影片自身所带有的一种不可言传的魔幻性与自我消解意味使它', '邪恶与平庸蛰伏于同一个母体。在特定的时间互相对峙。', '工作不能代表你，银行存款并不能代表你，你开的车也不能代表你，皮夹里的东西不能代表你，衣服也不能代表你，你只是平凡众生中的其中一个', '抛开一切，重获自由。You met me at very strange time in my life. 天呐，今天才看完这部电影。佩服导演埋彩蛋的功力，特别那两个big nice cock，绝妙啊！', '各位亲们。。。精神分裂真的不是影片的重点。。。痛是我们感受活着的唯一方式。']"
47,哈利·波特与魔法石,9.0,70416,"['花了8年才看完这部电影....', '我竟然還沒有在豆瓣添加哈利波特系列啊... 我怎麼當粉絲的我！第一部自然是最引人入勝的。', '第一部好看啊  哈哈', '当年还是在电影院看的，波特的魔法世界惊艳展开，风靡全球。', '有一部电影，陪着我成长。']"
48,死亡诗社,9.1,99292,"['如果能遇到这样的老师，要积累多少的rp?', '《死亡诗社》最后安德森爬上课桌那一幕哭得我稀里哗啦的，一个刚到口的龙眼就活生生地吞下去了。它和《孩子王》有一个同样的情境设定，但立意确实不同的。《孩子王》里“从前有座山”那段也是让我唏嘘呀。另外，《死亡诗社》的中文配音配得很好，不知道出自哪儿。', '最后大家还是屈服了，但是永远不会忘记seize the day.', '总感觉有点力道不足', '明明不是悲剧,就是不停的被感动着']"
